filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
awake_69.wav,-301.4358521,88.97668457,-36.30526352,-8.554303169,-19.40400314,17.36769676,-24.42074966,15.51255608,14.8058939,1.18916142,7.122243404,-1.740007997,4.226843834,-5.757169247,1.219786048,-4.249786854,6.09418726,12.31351376,18.13656807,16.61293411,awake
awake_45.wav,-271.2913208,63.27756119,-74.70804596,33.77577591,-25.36260796,19.00305939,-14.16987038,33.01844788,-15.71729565,-4.194774151,9.952569008,-10.58025265,8.866278648,-7.62157917,15.9683342,-2.169556379,6.143634796,5.230511189,3.473290443,5.51164484,awake
awake_9.wav,-420.3089294,35.87416077,-47.24210739,21.12640381,-9.026863098,22.7090168,-17.2218132,31.44790268,5.408696175,-10.49902916,15.02122879,-8.59362793,1.437278032,-4.044357777,4.868816853,2.809813976,7.36717701,5.928623676,1.115309,-3.557942867,awake
awake_157.wav,-286.4078674,41.47201538,-65.61287689,22.31372833,-3.067961693,27.94260025,-3.393684626,21.10053444,-6.330709457,12.26416779,7.693565845,-6.160870552,7.208508015,-3.940598965,9.624664307,-3.968904972,8.855262756,4.173669338,8.920207977,7.284946918,awake
awake_34.wav,-291.1264343,26.822752,-71.68608093,-11.36081409,-29.30809212,-1.659818053,-34.98903275,25.04977798,-29.22569466,-9.278102875,-10.23650646,-15.00286484,1.497346282,-4.542503357,20.36592865,1.350398302,19.61530685,-1.890730858,0.442333966,-0.962916672,awake
awake_48.wav,-304.7115479,82.01003265,-57.7976532,21.13683319,2.446213722,8.815071106,-8.692747116,31.22847366,-7.572375774,2.971453428,4.091972351,-3.487886667,8.701375961,-9.179112434,14.93967724,2.884170771,11.19680595,11.58963108,3.317933559,5.84833765,awake
awake_11.wav,-319.4555359,56.2226181,-52.93300247,20.85951042,-25.26630592,21.04427528,-7.841030598,22.13058472,1.375277638,-1.250409245,2.501039982,-0.185311988,8.674131393,-3.798905134,10.09994507,-2.982396841,8.859081268,1.483884692,2.723773718,4.634680748,awake
awake_84.wav,-419.7455139,70.02246857,-32.89865494,24.19042015,-47.73158264,-11.26347351,-25.85913849,2.896061182,-17.95874786,-11.61707115,-6.845696926,-20.74490166,-8.290073395,-17.06044388,-4.246935844,-14.19825268,1.776423097,-5.707284451,-3.986093521,0.723421812,awake
awake_23.wav,-324.3927917,93.46328735,-39.53370285,1.074301362,-21.95479393,8.171082497,-15.19944668,11.83590412,8.694591522,5.359844208,4.237290382,-0.718973279,10.40024853,-6.562661648,2.233641148,-5.174219608,5.021516323,10.88669682,8.713544846,12.25798225,awake
awake_56.wav,-262.5289917,43.36403656,-62.22373199,26.81060791,-15.70831013,23.49831009,-10.25239658,25.80173111,-7.981838226,9.351668358,3.289862633,-11.69536114,8.529686928,-6.531332493,13.36239052,-1.742399573,13.46310806,10.10924911,10.07906151,9.865615845,awake
awake_159.wav,-428.6172485,49.81089783,-37.77936935,25.28061867,-38.5485878,0.266369045,-14.7834177,2.976640701,-17.08353615,-10.17909908,-9.423190117,-16.48924065,-9.645985603,-14.82096672,-4.619935513,-13.24131966,-1.118921876,-11.45293713,-2.822709799,-4.980899811,awake
awake_7.wav,-229.8652344,62.77713776,-58.26559448,9.836815834,-25.0359993,12.94712162,-46.57442856,17.09366226,9.067871094,-18.47790337,2.616063595,-11.87415886,7.491149902,-4.89722681,15.45822811,14.66051292,11.97704029,14.40501308,5.077996254,3.904864788,awake
awake_3.wav,-295.3491211,83.03458405,-73.30632019,4.635828495,-17.34505081,18.94450951,-4.812496185,27.71024132,-11.7412014,-6.27203846,11.05480766,-7.288156986,6.450210571,-5.644591808,10.70465946,2.889609337,8.700057983,6.418129921,-0.641337156,0.364617974,awake
awake_51.wav,-444.3327332,83.56101227,-30.52968407,5.887359142,-24.12083435,-6.535417557,-13.15217781,-3.239454746,-14.22301865,-14.15795803,-11.08764553,-14.34899521,-10.05822659,-10.43730831,-5.622572899,-10.03343964,1.353240132,-5.718761921,-2.594831467,-4.611135006,awake
awake_94.wav,-264.1766357,79.58297729,-73.26255035,-2.604375124,-19.52543259,8.314263344,-15.47687435,21.44594574,-8.181954384,-8.225351334,7.498402119,-11.06324673,3.638618946,-4.905631065,7.64670372,0.303330928,4.584242821,7.25549221,-1.214536667,2.955443621,awake
awake_4.wav,-373.5557251,75.95334625,-26.06688309,36.36302567,-19.17668152,15.64553833,0.91007781,21.13793564,4.968993187,3.597211361,-0.907046676,3.907559872,11.84570694,-2.416423321,13.0470953,-5.36390543,6.242603302,2.457221746,1.499428153,5.446951389,awake
awake_2.wav,-308.6480713,23.45472527,-73.56219482,1.95147419,-31.30881691,5.848991871,-25.65204811,26.95510292,-21.32381439,-12.72303391,-7.249715805,-7.321887016,-10.02654457,-10.23255348,-4.53355217,-4.437952518,-2.816647053,9.328501701,10.42308617,0.223695308,awake
awake_82.wav,-475.1332703,62.52879333,-25.32614136,15.76372051,-20.30394363,-0.063328132,-11.32884884,-5.293435097,-11.43470192,-10.34844685,-13.17453575,-11.44820023,-6.66397047,-12.59688091,-1.265294909,-7.907346725,-2.015525579,-6.84155941,-5.332387924,-7.970585346,awake
awake_95.wav,-243.4671021,137.015976,-18.25772095,5.561147213,-19.38732147,-0.521905363,-30.98726845,40.41446686,12.81855583,-19.13303375,6.367550373,-13.33948517,8.851205826,-0.453838915,6.983649254,3.98294878,-9.50048542,0.827304721,-6.54388237,-4.440248966,awake
awake_67.wav,-454.4935303,50.00122452,-21.97402954,15.94107342,-5.578258514,-3.558766127,-2.796456337,1.482932448,-10.13211918,-5.798105717,-9.949694633,-7.67297554,-6.928904533,-8.077799797,-1.316990376,-7.246382713,-1.512577534,-8.867119789,-1.929919362,-5.082216263,awake
awake_53.wav,-410.6296387,112.7132111,-43.3808403,16.29972076,-45.30807495,-0.209201872,-25.45713997,-0.394711614,-17.30241776,-6.107135773,-14.01671028,-15.91873074,-4.530112267,-18.4904213,-0.754434824,-18.42337036,0.375718623,-10.07293987,-4.62268877,-2.537587166,awake
awake_15.wav,-334.5805969,73.42532349,-41.79623032,32.99776077,-30.66702461,8.178118706,-0.647796452,18.19363213,0.348909795,-3.360476732,-0.442120612,-1.460513949,8.625113487,-5.976505756,9.630289078,-4.739195347,5.357694626,2.194153309,-3.80343461,4.996357441,awake
awake_97.wav,-319.9400024,55.44509506,-43.5259819,21.16008759,-61.12604141,-12.82421112,-33.83705139,-3.9349823,-18.80091667,-10.38459587,-7.516964436,-24.06950188,-3.587385654,-14.77086353,1.599692702,-7.039899349,2.802281857,-0.696290374,-0.91539669,6.260940552,awake
awake_16.wav,-394.8230591,128.1242371,-14.30012798,32.58649063,-1.39786458,17.46074104,-1.78599453,14.87300777,7.479776382,6.105811119,5.590840816,-0.517295301,9.091444969,-3.529942751,6.355647087,-1.907301426,-0.473876566,2.478150845,1.357964873,4.109126091,awake
awake_91.wav,-412.6172485,85.42919159,-41.33619308,2.606740952,-30.57683945,-6.857927322,-22.97476006,-5.844320297,-12.34416676,-8.249650955,-12.58758163,-13.89795113,-5.354829788,-16.75162888,-5.151918888,-13.94874287,-4.277339935,-6.955039024,-1.651001215,0.709578574,awake
awake_86.wav,-292.9260254,74.78790283,-68.26673889,5.433932304,-7.603595734,20.67475891,-7.096065998,16.57688904,-13.84111404,0.40512085,14.9583559,-9.788043976,11.21592808,-1.239226103,8.504149437,1.612156868,1.993086457,3.634021521,-1.534953117,3.875216246,awake
awake_57.wav,-483.6044006,7.499655247,-46.79733658,19.7527504,-12.08263397,13.17210484,-9.375113487,13.33119678,-9.86814785,-4.220373631,4.25549221,-0.264420927,12.62041092,10.36186886,13.599823,-4.709498882,-4.888483524,-8.594874382,1.611979127,-0.358236313,awake
awake_60.wav,-460.9826965,68.77402496,-37.52348709,21.33667374,-27.26282883,1.828155994,-13.53190327,0.386581361,-16.43299484,-6.82514143,-13.53162193,-17.94011879,-6.747716427,-15.35991287,-3.702306509,-10.72667122,-1.744628549,-12.0511179,-4.353976727,-7.864551067,awake
awake_28.wav,-399.7376099,28.47184372,-29.978899,22.01787376,-33.19023895,13.82684135,-32.34418106,10.3402853,-3.7425313,-13.75155258,6.137562752,-8.78491497,1.187127352,-6.000678539,10.1828661,9.812213898,11.45088959,-2.107709169,-0.793625295,-5.89922142,awake
awake_101.wav,-660.7670288,120.1307068,94.32775116,59.86499786,26.24649048,1.638618827,-9.661925316,-8.211340904,1.381443024,12.64204884,19.87960815,20.21331406,14.23379135,5.198145866,-2.741846323,-6.447004318,-5.023420334,0.071644396,5.965288162,9.811242104,awake
awake_79.wav,-397.1355286,72.28787231,-14.4499321,1.527163386,-24.19263458,-16.6788311,-17.29292297,-11.58857727,-0.296840608,-9.36413002,-7.915211201,-4.648387432,-9.29176712,-10.70895767,-5.738779068,-4.804438591,-6.038399696,-4.768249512,-2.200129271,-4.618626118,awake
awake_154.wav,-364.0628967,81.33692169,-38.9680481,-11.60953999,-26.85950279,-15.68915558,-30.8978138,-4.275427341,-4.094727516,-9.352296829,-13.65936279,-11.69503021,-6.952803135,-18.4698391,-2.831661701,-5.506656647,-0.048139874,0.750713825,3.966012239,0.890754819,awake
awake_98.wav,-238.4858704,46.06209946,-91.88591766,50.20620346,-34.50249863,17.5830822,-16.25382996,40.78594589,-19.52396011,-11.73148537,5.045597076,-5.748321533,8.610167503,-14.13572693,18.52932167,-4.797444344,11.39745045,5.483620644,5.112231731,5.965863228,awake
awake_36.wav,-348.4449158,77.1886673,-34.84200668,9.162511826,-31.06796074,-5.436582565,-12.21857452,-0.886159956,-13.76106548,-15.00585651,-14.41116142,-10.32663727,-7.761330128,-12.78713989,-1.013271689,-11.92519283,-4.050784588,-11.06421471,-5.211734772,-4.568351269,awake
awake_96.wav,-346.7630005,78.51502991,-54.95726776,14.57671165,-1.716208816,17.87792587,-0.727853894,20.46356392,-3.508939505,0.624386489,4.273593903,-4.241120338,9.780609131,-1.037107468,6.737854958,1.973324776,6.295454025,-0.290621698,0.697610974,3.015915155,awake
awake_80.wav,-223.3180847,113.7875519,-75.85326385,0.394455671,-33.39031219,16.07016373,-20.79590988,17.60049057,5.979476929,-3.468833447,10.81395149,-6.340664387,3.938390493,-8.511954308,6.688786507,-4.488976002,4.902299881,7.06022501,11.32958412,19.26651955,awake
awake_93.wav,-722.0269165,141.8454132,110.4022141,69.05818176,28.93061638,-0.356501609,-13.59213829,-11.5992527,-0.102422588,13.06841946,21.1641674,20.93206406,13.36153793,2.602464914,-6.289194107,-9.648729324,-6.657467842,0.617488503,8.482478142,13.40639687,awake
awake_130.wav,-283.4057007,88.80704498,-52.15383148,-7.460459709,-26.40664291,-11.10038376,-25.81687737,15.13425922,-11.08568096,-7.324117661,2.481065989,-11.80046558,1.469517231,-5.020002365,12.23344326,3.817728281,12.87540627,13.2743578,3.847877264,2.713805676,awake
awake_29.wav,-331.5380859,44.32384872,-4.469316959,5.823971748,-22.35149002,17.19468689,-12.2728529,9.261229515,2.900874853,1.921229124,5.584360123,-5.818582535,6.971313953,-0.752620161,8.726202965,10.94590378,16.25397682,10.14750671,2.674340725,0.501179397,awake
awake_88.wav,-358.2649536,82.69887543,-41.97856903,32.62639618,-36.04206848,1.039376616,-25.5236187,8.774366379,-14.5645647,-8.143128395,-7.59429884,-18.33761787,-10.37383556,-16.29647064,-10.27450657,-18.04150772,0.073001824,-15.97968864,-5.981752396,-15.1216383,awake
awake_131.wav,-334.5066223,75.03821564,-56.28112411,-2.423183918,-49.21012878,-8.900258064,-26.23246384,-0.06328401,-9.596639633,-11.24276829,-8.166167259,-18.66290665,-6.252977848,-22.96844673,-3.283070564,-4.488265514,5.29491663,10.80639267,5.201401711,1.926864386,awake
awake_105.wav,-385.537323,71.79533386,-16.05194283,19.01499367,-5.589953423,7.445463657,3.513268232,10.28893471,-1.419721365,1.091237307,3.920167446,-3.768689871,4.510688782,-0.075657614,7.421191692,2.026218414,1.144489646,1.126063585,-3.139627695,-0.525628805,awake
awake_30.wav,-488.7490845,64.92573547,-17.8052597,24.68708038,-32.31212997,-5.591384411,-19.23169327,-4.70781517,-14.79883385,-8.964720726,-8.720202446,-19.00254631,-5.886138916,-12.22045708,-6.782269001,-12.47805882,-0.525815785,-7.754763603,-6.590613365,0.736740887,awake
awake_74.wav,-429.7197571,84.7911911,-17.98348808,39.84117889,-6.668076038,31.33642197,10.0980711,24.61468124,7.237087727,9.943933487,6.597834587,-0.317446291,10.30187893,-3.622660637,10.30797958,-2.798068762,4.73300457,1.44884479,0.501304507,3.138420582,awake
awake_26.wav,-260.6836853,69.90872192,-86.32551575,14.12404346,-7.720058441,12.79435921,-14.5422554,19.02732468,-5.218156815,-6.06815958,7.65265131,-11.67069054,5.259430408,-5.147543907,6.200460434,-0.54649967,-0.306754619,3.573467493,-1.394440055,3.36103797,awake
awake_149.wav,-306.858551,71.95812988,-5.84296608,-3.440108538,-42.29713821,7.154478073,-21.83914566,18.14725304,-4.720854759,-4.307984352,0.031634729,-6.740182877,7.960761547,-6.531060219,17.12069511,6.439503193,13.97211647,10.90239048,4.635065079,1.664501667,awake
awake_49.wav,-448.3136597,75.06935883,-19.59516716,20.73796463,-22.17597389,-3.931065321,-9.673161507,-3.868314505,-10.34828186,-11.05952168,-10.76560497,-12.24149036,-10.41695404,-15.06123447,-7.038576603,-11.5434227,-4.209839821,-9.481468201,-5.932640076,-4.980536461,awake
awake_151.wav,-502.8255615,104.2749481,-31.93624878,23.15895462,-36.20277405,4.251891136,-21.87298012,-1.424895525,-17.16252327,-14.20273209,-13.17660618,-15.4611578,-5.33400774,-15.05352306,-2.36799407,-15.70659924,-3.358295918,-10.85400963,-5.582510471,-5.929603577,awake
awake_142.wav,-305.9109192,36.19498062,-67.62801361,21.51033974,-59.50573349,10.65055847,-25.89580727,1.676566601,-19.64948273,-2.642395735,-5.385250092,-18.03008652,-8.500952721,-21.44283867,-0.140237629,-15.24314594,9.560876846,-2.653156757,1.956096411,1.548842311,awake
awake_144.wav,-305.5759583,85.66941833,-39.36597061,37.299263,-18.95259857,14.75211811,0.784892082,21.20526314,4.61671114,-1.935263634,-2.453795433,-1.885859966,8.853112221,-6.121529102,11.81832123,-0.547776163,5.756388664,5.121482849,-1.605259538,5.674451351,awake
awake_140.wav,-357.2612305,53.2831955,-58.13840103,8.020571709,20.12724113,25.00398445,-10.66096306,13.53657246,1.733594418,11.88635731,0.783122957,-1.198290706,9.702032089,-5.350555897,6.848917961,3.940113783,16.04590988,5.419673443,6.174305916,3.970296144,awake
awake_13.wav,-297.6790466,78.91780853,-60.3005867,34.77962875,-22.58142281,17.26753044,1.291827798,14.09254932,-4.279960632,0.906440854,2.649887323,-7.932180405,13.192873,-1.120610356,7.197360992,-0.22846888,6.015885353,2.740908146,-1.450415492,4.579554081,awake
awake_50.wav,-359.0644836,99.86212158,-39.24671173,22.00581169,-12.32324696,11.94764805,-1.200038075,20.97693253,6.161676884,1.486453176,6.483259201,0.624305964,5.081786156,-3.30078125,10.04505253,-2.077674627,3.373847723,3.63853693,0.101336166,3.916803122,awake
awake_44.wav,-341.7260132,36.95433044,-75.7881012,29.37679672,-27.74811554,23.42916679,-33.93443298,39.79803085,-1.350224972,-22.42558861,19.75724792,-18.19728661,-0.178111732,-7.195635796,7.440998077,4.409295559,8.512426376,5.912022591,0.349664271,-2.585952282,awake
awake_72.wav,-365.2024536,75.80137634,-12.66900635,21.07447815,9.810498238,25.07634926,5.278729916,18.78364372,5.863567829,8.151098251,3.040675402,2.483376265,8.913169861,-0.037887171,8.853171349,-1.079232574,7.223679543,3.215880871,2.571196318,4.333460331,awake
awake_43.wav,-272.8371582,99.13468933,-23.9971447,17.6912365,-16.45933723,11.36804199,-17.41482353,28.16332817,-9.6287117,-2.074054003,1.606887341,-6.087133884,11.49411011,-10.84753036,12.08147812,-1.987867236,6.089912415,7.840617657,-0.113716483,-0.975590289,awake
awake_128.wav,-373.4883423,94.35395813,-11.67748356,41.60847855,-11.26355457,31.00698662,-14.08267212,12.74647141,6.208520889,4.173966408,0.909391999,-3.045117617,16.41709518,-1.435071588,14.26739979,3.939396143,12.74873161,6.202029228,-1.664927602,2.380796909,awake
awake_109.wav,-404.3763733,48.79425049,-33.51859283,19.94892311,-29.92739487,17.70331573,-34.5546875,0.420419782,5.632724285,-13.47782612,-2.334820509,-7.281451702,0.804789186,-13.55163097,4.29888773,5.712098598,13.42231655,8.20862484,4.650974274,2.026281118,awake
awake_10.wav,-522.7857056,19.04486465,-25.23586464,21.46368599,-9.594174385,14.17679119,-0.16519931,13.50265121,-2.940284967,2.386294365,6.829650879,-2.430841208,5.123646259,-1.130631089,7.774261951,2.348539591,-2.197449207,-4.19419384,4.392344475,2.107967138,awake
awake_124.wav,-329.8564148,88.10487366,-42.61812592,27.37022972,-36.82017899,-2.933104753,-21.34613037,-7.385849476,-14.65734768,-7.354861259,-13.69168472,-17.72655869,-7.825163364,-8.789839745,-8.428770065,-15.60105801,0.438748658,-15.65298176,-0.017409759,-6.936475754,awake
awake_12.wav,-400.6408691,62.17274475,-31.15021515,14.96286678,-26.93449211,-0.164881095,-11.52133751,-3.150563478,-9.430909157,-12.96282101,-14.00608921,-11.98230267,-6.680130482,-10.14471436,-0.109957293,-8.217593193,-4.27502346,-10.75801468,-7.527657986,-5.6191082,awake
awake_1.wav,-342.0127563,104.1585236,-46.37432861,13.69785404,11.51072311,14.87126637,-0.162512153,11.10894108,9.239601135,11.64039707,6.420137882,1.120368838,4.480931282,-5.8772645,4.63455534,3.421660423,7.92127943,8.826851845,8.280489922,7.095536709,awake
awake_71.wav,-221.5035248,80.69760132,-85.00669861,16.81728554,-40.12172699,13.6942358,-24.9123764,20.45986938,-6.016361713,-7.319295883,2.127476454,-11.82744884,7.915076733,-9.98565197,8.868262291,-5.115832806,1.403634787,1.569558859,-3.268238306,2.411813021,awake
awake_42.wav,-264.4464111,76.9193573,-63.76597595,7.316283703,-18.36801529,11.97708511,-10.91540051,24.06595802,-3.111674786,-4.395586491,4.039351463,-7.772206306,9.060448647,-5.0900383,4.789310455,-1.662772655,1.339225292,0.801082671,1.118869781,4.658293724,awake
awake_114.wav,-372.7399597,88.65766144,-37.62701797,18.20449066,-37.91373062,1.067312479,-13.9722538,-12.28968334,-14.07239437,-8.480543137,-12.69734383,-17.14151764,-8.866567612,-10.14352322,-6.333081722,-14.64985561,-1.624849558,-10.32392979,-3.954859734,-2.05973196,awake
awake_158.wav,-403.260498,63.70744324,-30.25268173,3.292796373,-37.23287582,-5.896215916,-18.96051216,4.75682497,-1.40757525,-10.03219032,-12.51324749,-15.54814816,-6.815844059,-17.54833031,-1.914055705,-8.704850197,-1.573333979,0.163170591,-4.0400033,-1.500518084,awake
awake_116.wav,-289.4118042,65.86921692,-60.97608566,28.86197472,-23.31425667,-2.185683012,-13.5019846,18.87666321,-10.17963314,10.32513523,-1.409063339,-15.73889828,0.750467658,-14.03948879,12.97288609,0.660815835,13.40442562,10.04122829,3.217496157,-1.792158723,awake
awake_153.wav,-235.5820007,25.5182457,-86.32078552,29.79290199,-17.00830078,31.33501244,-19.74388123,16.42941475,-12.01333237,7.393907547,6.888413906,-16.20386696,6.656578064,1.892048478,16.17255402,5.206371307,15.98025227,-3.100964546,-1.395489335,-3.791754961,awake
awake_41.wav,-286.56604,73.77738953,-63.3009758,15.12405682,-22.44413567,7.485702515,-14.10912895,18.78874779,-10.5388298,2.655384779,-0.277193397,-10.19620705,10.11064625,-4.339612007,13.57750034,0.153461471,8.707967758,0.349607944,-3.454855919,2.180094481,awake
awake_108.wav,-346.7981567,89.09842682,-30.07423019,10.16919804,-7.006104469,9.749078751,-1.322476149,11.72865963,7.798783302,4.09465313,3.512718678,0.405147821,5.647720814,-4.200800419,5.628608227,-0.295465797,2.842947721,5.541847706,1.73172462,5.118488312,awake
awake_22.wav,-338.5658264,82.24681091,-30.92803001,22.50508881,-24.33525848,3.842721939,-2.471060276,13.53767776,7.350564003,-4.597503185,-1.284976602,1.076717496,1.51402688,-7.087668419,6.091327667,-4.639508247,1.792494774,-0.116851948,-3.86329937,4.762922287,awake
awake_148.wav,-322.6480713,74.29834747,-49.98835373,-13.7959137,-36.66155243,-14.74140167,-29.2556839,1.951923251,-7.424687386,-9.82073307,-7.069297314,-16.38965797,-6.179849148,-19.91364479,-1.493304491,-2.355706453,2.698760033,7.735124588,3.442541599,-0.433656663,awake
awake_100.wav,-340.1980591,75.62757874,-31.96682167,2.72794342,-12.94697857,8.609303474,-3.196177244,13.36578178,9.35671711,6.606588364,4.4754076,1.127964735,9.797040939,-4.111365795,3.017116547,-1.842769623,1.334953904,5.614599228,6.533535004,13.50185013,awake
awake_70.wav,-484.6140747,70.4763031,-11.06618595,-2.179380655,-10.65400028,-7.88585043,-5.097265244,-8.127541542,-10.42434216,-9.602554321,-10.26485443,-10.08475208,-8.121743202,-7.179160118,-5.683265209,-6.119044781,-4.279910564,-7.524896145,-6.137440205,-5.323913574,awake
awake_75.wav,-410.0384216,83.17490387,-10.8373909,27.04574966,-10.28402424,13.92374039,7.040696621,22.34004974,7.472257137,6.292610645,6.027434349,2.257280827,8.059877396,-1.652777195,7.727564812,-1.365861535,5.756342888,1.405957699,3.364833832,7.109428883,awake
awake_64.wav,-300.2294922,79.04689789,-49.90718842,3.416656494,-28.54332924,17.08478165,-13.94612408,28.04681778,12.84089756,-8.0885849,4.062017918,-9.403974533,2.935450792,-10.12399578,14.7856884,12.56591034,13.04333782,14.07746124,5.282209873,9.576037407,awake
